name,profile_url,rating,reviews_count,location,country,website_url,min_project,hourly_rate,employees,team_size,tagline,services,source,email,contact_form_url,category,sub_category
Web Tech Fusion,https://clutch.co/profile/web-tech-fusion,5.0,2.0,"Midlothian, VA",United States,https://www.webtechfusion.com/?utm_source=clutch&utm_medium=directory&utm_campaign=sponorship,,$100 - $149 / hr,10 - 49,,,"20% Web Design, 20% Web Development, 15% Pay Per Click+4 services, 15% Search Engine Optimization, 15% Social Media Marketing, 10% Media Planning & Buying, 5% Digital Strategy",Clutch.co,Unreachable,https://www.webtechfusion.com/?utm_source=clutch&utm_medium=directory&utm_campaign=sponorship,"Design,Development,Marketing","Web Design,PHP,Web Development,WordPress,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Digital Pulse,https://clutch.co/profile/digital-pulse-0,5.0,1.0,,,https://digitalpulse.ro?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,2 - 9,,,"15% Web Design, 25% E-Commerce Development, 25% Search Engine Optimization+2 services, 20% Pay Per Click, 15% Web Development",Clutch.co,Unreachable,https://digitalpulse.ro?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Web Design,E-Commerce Development,Flutter,PHP,WordPress,Digital Marketing,Full-Service Digital,PPC"
Input Logic,https://clutch.co/profile/input-logic,5.0,1.0,"Nanaimo, Canada",Canada,http://inputlogic.ca,,$150 - $199 / hr,10 - 49,,,"25% UX/UI Design, 20% Mobile App Development, 20% Web Development+5 services, 10% Custom Software Development, 10% IoT Development, 5% Branding, 5% Enterprise App Modernization, 5% Logo",Clutch.co,Unreachable,http://inputlogic.ca,"Design,Development","Design Agencies,UI/UX Design,Custom Software Development,Python & Django,Web Development"
Dijital Team,https://clutch.co/profile/dijital-team,5.0,1.0,"Brisbane City, Australia",Australia,https://www.dijitalteam.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,< $25 / hr,50 - 249,,,"10% Web Design, 25% Custom Software Development, 25% IT Staff Augmentation+2 services, 25% Other IT Consulting and SI, 15% IT Managed Services",Clutch.co,Unreachable,https://www.dijitalteam.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,IT Services","Web Design,.NET,Custom Software Development,All IT Services,IT Staff Augmentation,Managed IT (MSP)"
Elemental Consulting,https://clutch.co/profile/elemental-consulting,5.0,1.0,"San Antonio, TX",United States,http://www.GoElemental.com,,$50 - $99 / hr,,,,"16.2/20 Reviews, 0/10 Clients & Experience, 4.9/10 Market Presence, 30% Custom Software Development, 70% Other",Clutch.co,Unreachable,http://www.GoElemental.com,Development,Freelance Developers
Airdev,https://clutch.co/profile/airdev,4.9,88.0,"San Francisco, CA",United States,https://www.airdev.co/bubble-development/bubble-agency?content=general&utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,,50 - 249,,,"10% Web Design, 40% Web Development, 30% Custom Software Development+2 services, 10% Low/No Code Development, 10% Mobile App Development",Clutch.co,Unreachable,https://www.airdev.co/bubble-development/bubble-agency?content=general&utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development","Web Design,Custom Software Development,Flutter,PHP,Web Development,WordPress"
Merge Rocks,https://clutch.co/profile/merge-rocks,4.9,63.0,"Tallinn, Estonia",Estonia,https://merge.rocks/product-design-offer?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,10 - 49,,,"20/20 Reviews, 10/10 Clients & Experience, 8.7/10 Market Presence, 80% Digital Design, 20% Other",Clutch.co,Unreachable,https://merge.rocks/product-design-offer?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development","Design Agencies,UI/UX Design,Web Design,Web Development,WordPress"
Qubika,https://clutch.co/profile/qubika,4.9,61.0,"Austin, TX",United States,https://qubika.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=clutch_profile,,$50 - $99 / hr,250 - 999,,,"15% Mobile App Development, 40% AI Development, 30% Cloud Consulting & SI+1 service, 15% UX/UI Design",Clutch.co,Unreachable,https://qubika.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,"Design,Development,IT Services","Design Agencies,UI/UX Design,App Development,All IT Services"
Software Mind S.A.,https://clutch.co/profile/software-mind-sa,4.9,58.0,"Kraków, Poland",Poland,https://softwaremind.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,"1,000 - 9,999",,,"20/20 Reviews, 10/10 Clients & Experience, 9.6/10 Market Presence, 15% Cybersecurity, 85% Other",Clutch.co,Unreachable,https://softwaremind.com/contact/,"Development,IT Services",".NET,Custom Software Development,Flutter,Java,All IT Services,Cybersecurity"
Dualboot Partners,https://clutch.co/profile/dualboot-partners,4.9,56.0,"Charlotte, NC",United States,https://dualbootpartners.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,,250 - 999,,,"10% UX/UI Design, 30% Custom Software Development, 20% Web Development+4 services, 10% AI Development, 10% Cloud Consulting & SI, 10% IT Staff Augmentation, 10% Mobile App Development",Clutch.co,Unreachable,https://dualbootpartners.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,IT Services","UI/UX Design,.NET,Custom Software Development,Flutter,Java,PHP,Python & Django,WordPress,All IT Services,IT Staff Augmentation"
Three29,https://clutch.co/profile/three29,4.9,40.0,"Sacramento, CA",United States,https://three29.com/top-web-design-company-usa/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-design,,$100 - $149 / hr,10 - 49,,,"25% Web Design, 20% Web Development, 15% Pay Per Click+4 services, 10% AI Consulting, 10% Branding, 10% Marketing Strategy, 10% Search Engine Optimization",Clutch.co,Unreachable,https://three29.com/top-web-design-company-usa/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-design,"Design,Development,Marketing","Design Agencies,Web Design,PHP,Python & Django,Web Development,WordPress,Digital Marketing,Full-Service Digital,PPC"
Tepia,https://clutch.co/profile/tepia,4.9,39.0,"Costa Mesa, CA",United States,https://tepia.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$100 - $149 / hr,10 - 49,,,"50% Mobile App Development, 20% IoT Development, 10% Custom Software Development+2 services, 10% Enterprise App Modernization, 10% Web Development",Clutch.co,Unreachable,https://tepia.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers-flutter,Development,"App Development,Custom Software Development,Flutter,Java,Web Development"
Osedea,https://clutch.co/profile/osedea,4.9,38.0,"Montréal, Canada",Canada,https://www.osedea.com/landing/software-development/?utm_source=clutch.co&utm_medium=referral&utm_campaign=developers,,$100 - $149 / hr,50 - 249,,,"20/20 Reviews, 10/10 Clients & Experience, 9.7/10 Market Presence, 45% Custom Software Development, 55% Other",Clutch.co,Unreachable,https://www.osedea.com/landing/design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,"Design,Development","Design Agencies,UI/UX Design,Custom Software Development,Flutter,Java"
"unosquare, LLC",https://clutch.co/profile/unosquare,4.9,38.0,"Portland, OR",United States,https://www.unosquare.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,"1,000 - 9,999",,,"20% Custom Software Development, 15% Digital Engineering, 15% IT Staff Augmentation+5 services, 10% Cloud Consulting & SI, 10% Enterprise App Modernization, 10% IT Managed Services, 10% Mobile App Development, 10% UX/UI Design",Clutch.co,Unreachable,https://www.unosquare.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,IT Services","Design Agencies,UI/UX Design,Custom Software Development,All IT Services,IT Staff Augmentation,Managed IT (MSP)"
FJ Solutions,https://clutch.co/profile/fj-solutions,4.9,37.0,"Miami, FL",United States,https://www.fjsolutions.com/ecommerce-development/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,10 - 49,,,"18.6/20 Reviews, 9.7/10 Clients & Experience, 9.3/10 Market Presence, 50% E-Commerce Development, 50% Other",Clutch.co,Unreachable,https://www.fjsolutions.com/ecommerce-development/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Design Agencies,Web Design,E-Commerce Development,Digital Marketing,Email Marketing,Full-Service Digital"
Enozom Software,https://clutch.co/profile/enozom-software,4.9,33.0,"Alexandria, Egypt",Egypt,https://enozom.com,,$25 - $49 / hr,50 - 249,,,"50% Mobile App Development, 30% Web Development, 10% Custom Software Development+1 service, 10% Low/No Code Development",Clutch.co,Unreachable,https://www.enozom.com/Contact,Development,".NET,App Development,Custom Software Development,Web Development"
Sembit,https://clutch.co/profile/sembit,4.9,32.0,"Portland, OR",United States,https://www.sembit.com/Clutch/?utm_source=clutch&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"40% Mobile App Development, 30% Web Development, 10% Custom Software Development+2 services, 10% IT Managed Services, 10% Web Design",Clutch.co,Unreachable,https://www.sembit.com/Clutch/?utm_source=clutch&utm_medium=referral&utm_campaign=directory,"Design,Development,IT Services","Design Agencies,Web Design,.NET,App Development,Custom Software Development,Flutter,Java,PHP,Web Development,All IT Services,Managed IT (MSP)"
XWP,https://clutch.co/profile/xwp,4.9,30.0,"New York, NY",United States,https://xwp.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,50 - 249,,,"60% Web Development, 25% Web Design, 15% UX/UI Design",Clutch.co,Unreachable,https://xwp.co/contact/,"Design,Development","Design Agencies,UI/UX Design,Web Design,PHP,Web Development,WordPress"
Lexis Solutions,https://clutch.co/profile/lexis-solutions,4.9,29.0,"Sofia, Bulgaria",Bulgaria,https://www.lexis.solutions/?utm_sourceclutch.co&utm_mediumreferral&utm_campaigndirectory,,$25 - $49 / hr,10 - 49,,,"10% Mobile App Development, 30% Custom Software Development, 25% AI Consulting+2 services, 25% Web Development, 10% AI Development",Clutch.co,Unreachable,https://www.lexis.solutions/contact-us,Development,"App Development,Custom Software Development,PHP,Web Development,WordPress"
Reckonsys,https://clutch.co/profile/reckonsys,4.9,27.0,"Bengaluru, India",India,http://www.reckonsys.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,50 - 249,,,"10% Mobile App Development, 35% Generative AI, 25% AI Development+3 services, 10% AI Consulting, 10% Custom Software Development, 10% UX/UI Design",Clutch.co,Unreachable,http://www.reckonsys.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development"
Mystic Media,https://clutch.co/profile/mystic-media,4.9,27.0,"Draper, UT",United States,https://www.mysticmediasoft.com/services/mobile.html?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,,10 - 49,,,"10% Mobile App Development, 10% AI Development, 10% API Development+7 services, 10% Cloud Consulting & SI, 10% Custom Software Development, 10% Enterprise App Modernization, 10% IoT Development, 10% UX/UI Design, 10% Web Design, 10% Web Development",Clutch.co,Unreachable,https://www.mysticmediasoft.com/?utm_source=clutch.co&utm_medium=referral,"Design,Development,IT Services","Design Agencies,UI/UX Design,Web Design,.NET,App Development,Custom Software Development,Flutter,Java,PHP,Python & Django,Web Development,WordPress,All IT Services"
Produktiv,https://clutch.co/profile/produktiv,4.9,26.0,"Oakville, Canada",Canada,https://produktiv.agency/?utm_source=clutch&utm_medium=referral&utm_campaign=homepage_subscription,,$100 - $149 / hr,10 - 49,,,"20% UX/UI Design, 15% Content Marketing, 15% Digital Strategy+4 services, 15% Low/No Code Development, 15% Pay Per Click, 10% Branding, 10% Web Development",Clutch.co,Unreachable,https://produktiv.agency/get-in-touch/,"Design,Development,Marketing","Design Agencies,UI/UX Design,PHP,Web Development,WordPress,Content Marketing,Digital Marketing,Full-Service Digital,PPC"
Koombea,https://clutch.co/profile/koombea,4.9,24.0,"Barranquilla, Colombia",Colombia,https://www.koombea.com/services/custom-mobile-app-development/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$50 - $99 / hr,50 - 249,,,"40% Mobile App Development, 20% Custom Software Development, 20% Web Development+2 services, 10% AI Development, 10% UX/UI Design",Clutch.co,Unreachable,https://www.koombea.com/contact/,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development,Java,Web Development,WordPress"
Site Nine Studios,https://clutch.co/profile/site-nine-studios,4.9,24.0,,,https://siteninestudios.com/?utm_source=clutch.co&utm_medium=referral,,$50 - $99 / hr,2 - 9,,,"15% UX/UI Design, 45% Web Development, 30% Web Design+1 service, 10% E-Commerce Development",Clutch.co,Unreachable,https://siteninestudios.com/contact/,"Design,Development","Design Agencies,UI/UX Design,Web Design,E-Commerce Development,PHP,Web Development,WordPress"
Kubikware,https://clutch.co/profile/kubikware,4.9,24.0,"Aventura, FL",United States,https://www.kubikware.com/,,$50 - $99 / hr,50 - 249,,,"20% Mobile App Development, 40% IT Staff Augmentation, 20% UX/UI Design+1 service, 20% Web Development",Clutch.co,Unreachable,https://www.kubikware.com/,"Design,Development,IT Services","Design Agencies,UI/UX Design,.NET,App Development,PHP,Web Development,WordPress,IT Staff Augmentation"
SoftKraft,https://clutch.co/profile/softkraft,4.9,23.0,"Bielsko-Biała, Poland",Poland,https://www.softkraft.co/python-development-company/,,$50 - $99 / hr,10 - 49,,,"17.8/20 Reviews, 10/10 Clients & Experience, 8.2/10 Market Presence, 15% Web Development, 15% Web Development, 70% Other",Clutch.co,Unreachable,https://www.softkraft.co/,"Design,Development,IT Services","Design Agencies,Web Design,Custom Software Development,Python & Django,Web Development,All IT Services"
Transfuture,https://clutch.co/profile/transfuture,4.9,23.0,"Brooklyn, NY",United States,http://www.transfuture.com/?utm_source=clutch.co&utm_medium=referral,,$100 - $149 / hr,2 - 9,,,"40% Web Design, 30% Digital Strategy, 30% Web Development",Clutch.co,Unreachable,https://transfuture.com/contact/,"Design,Development","Design Agencies,Web Design,PHP,Web Development,WordPress"
Warp Development,https://clutch.co/profile/warp-development,4.9,22.0,"Cape Town, South Africa",South Africa,https://www.warpdevelopment.com/offshore-software-development/,,$50 - $99 / hr,50 - 249,,,"10% Mobile App Development, 45% Custom Software Development, 25% AI Consulting+2 services, 10% Low/No Code Development, 10% Web Development",Clutch.co,Unreachable,https://www.warpdevelopment.com/offshore-software-development/,Development,".NET,App Development,Custom Software Development,Flutter,PHP,Web Development,WordPress"
True Market,https://clutch.co/profile/true-market,4.9,22.0,"Calgary, Canada",Canada,https://truemarket.ca?utm_source=Clutch&utm_medium=referral&utm_campaign=clutch_truemarket_profile,,$100 - $149 / hr,2 - 9,,,"15% Web Development, 40% Web Design, 15% Branding+3 services, 10% E-Commerce Development, 10% Graphic Design, 10% UX/UI Design",Clutch.co,Unreachable,https://truemarket.ca?utm_source=Clutch&utm_medium=referral&utm_campaign=clutch_truemarket_profile,"Design,Development","Design Agencies,UI/UX Design,Web Design,E-Commerce Development,PHP,Web Development,WordPress"
Offshorly,https://clutch.co/profile/offshorly,4.9,21.0,"Stamford, England",England,https://offshorly.com/cl-ldng-1/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,< $25 / hr,50 - 249,,,"10% UX/UI Design, 20% AI Development, 20% Custom Software Development+4 services, 15% Web Design, 15% Web Development, 10% API Development, 10% IT Staff Augmentation",Clutch.co,Unreachable,https://offshorly.com/cl-ldng-1/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,IT Services","Design Agencies,UI/UX Design,Web Design,Custom Software Development,PHP,Web Development,WordPress,IT Staff Augmentation"
Webisoft,https://clutch.co/profile/webisoft,4.9,21.0,"Montreal, Canada",Canada,https://webisoft.com/blockchain-development?utm_source=clutch.co&utm_medium=referral&utm_campaign=top-blockchain-companies,,$50 - $99 / hr,10 - 49,,,"17.4/20 Reviews, 10/10 Clients & Experience, 9.7/10 Market Presence, 70% Blockchain, 30% Other",Clutch.co,Unreachable,https://webisoft.com/contact,"Business Services,Development","Consulting,Small Business Consulting,Blockchain,Custom Software Development,Python & Django,Web Development"
Neocoast,https://clutch.co/profile/neocoast,4.9,19.0,"Montevideo, Uruguay",Uruguay,http://www.neocoast.com/,,$50 - $99 / hr,50 - 249,,,"15% Mobile App Development, 35% Custom Software Development, 25% Web Development+2 services, 15% AI Development, 10% IT Staff Augmentation",Clutch.co,Unreachable,http://www.neocoast.com/,"Development,IT Services","App Development,Custom Software Development,Python & Django,Web Development,IT Staff Augmentation"
Rare Crew,https://clutch.co/profile/rare-crew,4.9,18.0,"Bratislava, Slovakia",Slovakia,https://www.rarecrew.com/?utm_source=148_Clutch&utm_medium=profile&utm_campaign=clutch+profile&utm_id=1006252&utm_term=software+development&utm_content=profile,,$50 - $99 / hr,50 - 249,,,"10% Mobile App Development, 70% Custom Software Development, 20% BI & Big Data Consulting & SI",Clutch.co,Unreachable,https://rarecrew.com/?utm_source=148_Clutch&utm_medium=profile&utm_campaign=top_it_services_companies_and_it_support+&utm_id=2306252&utm_term=software&utm_content=profile,"Development,IT Services",".NET,App Development,Custom Software Development,All IT Services"
Atmosphere Apps,https://clutch.co/profile/atmosphere-apps,4.9,18.0,"Gainesville, FL",United States,https://www.atmosphereapps.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$100 - $149 / hr,10 - 49,,,"30% Mobile App Development, 20% Custom Software Development, 20% Web Development+3 services, 10% AI Development, 10% Application Management & Support, 10% IT Managed Services",Clutch.co,Unreachable,https://www.atmosphereapps.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Development,IT Services","App Development,Custom Software Development,Flutter,Java,PHP,Python & Django,Web Development,WordPress,All IT Services,Managed IT (MSP)"
The Brick Factory,https://clutch.co/profile/brick-factory,4.9,18.0,"Washington, DC",United States,http://www.thebrickfactory.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$150 - $199 / hr,10 - 49,,,"10% UX/UI Design, 40% Web Development, 20% Web Design+3 services, 10% Digital Strategy, 10% Pay Per Click, 10% Social Media Marketing",Clutch.co,Unreachable,http://www.thebrickfactory.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Design Agencies,UI/UX Design,Web Design,PHP,Web Development,WordPress,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing"
Bit Space Development Ltd.,https://clutch.co/profile/bit-space-development,4.9,18.0,"Winnipeg, Canada",Canada,https://bitspacedevelopment.com,,$100 - $149 / hr,10 - 49,,,"15.8/20 Reviews, 10/10 Clients & Experience, 8.5/10 Market Presence, 80% AR/VR Development, 20% Other",Clutch.co,Unreachable,https://bitspacedevelopment.com,Development,".NET,AR/VR"
Mood Up,https://clutch.co/profile/mood-0,4.9,17.0,"Poznań, Poland",Poland,http://moodup.team/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$50 - $99 / hr,10 - 49,,,"60% Mobile App Development, 30% IoT Development, 10% Application Management & Support",Clutch.co,Unreachable,http://moodup.team/contact/,Development,"App Development,Flutter"
Mango Projects Inc.,https://clutch.co/profile/mango-projects,4.9,17.0,"Surrey, Canada",Canada,https://mangoprojects.co?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers,,$50 - $99 / hr,10 - 49,,,"25% Web Development, 25% Custom Software Development, 25% E-Commerce Development+1 service, 25% Mobile App Development",Clutch.co,Unreachable,https://mangoprojects.co/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Development,".NET,Custom Software Development,E-Commerce Development,Flutter,PHP,Python & Django,Web Development,WordPress"
Camberlion,https://clutch.co/profile/camberlion,4.9,17.0,"Melbourne, FL",United States,https://camberlion.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"10% Web Design, 20% Search Engine Optimization, 15% Branding+6 services, 10% Digital Strategy, 10% E-Commerce Development, 10% Low/No Code Development, 10% Social Media Marketing, 10% Web Development, 5% AI Consulting",Clutch.co,Unreachable,https://camberlion.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development,Marketing","Web Design,E-Commerce Development,PHP,Web Development,WordPress,Digital Marketing,Full-Service Digital,Social Media Marketing"
Imaginovation,https://clutch.co/profile/imaginovation,4.9,15.0,"Raleigh, NC",United States,https://imaginovation.net/mobile-app-development-services/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,,$50 - $99 / hr,10 - 49,,,"25% Mobile App Development, 25% AI Development, 25% Custom Software Development+1 service, 25% Web Development",Clutch.co,Unreachable,https://imaginovation.net/custom-web-mobile-app-development/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Development,"App Development,Custom Software Development,Java,PHP,Web Development,WordPress"
WiserBrand,https://clutch.co/profile/wiserbrand,4.9,15.0,"New York, NY",United States,https://wiserbrand.com/?utm_source=clutch.co&utm_medium=referral,,$100 - $149 / hr,50 - 249,,,"10% Custom Software Development, 10% Pay Per Click, 5% AI Agents+15 services, 5% AI Consulting, 5% AI Development, 5% Advertising, 5% Business Consulting, 5% Content Marketing, 5% Digital Strategy, 5% E-Commerce Development, 5% Ecommerce Marketing, 5% Email Marketing, 5% Generative AI, 5% IT Staff Augmentation, 5% IT Strategy Consulting, 5% Search Engine Optimization, 5% UX/UI Design, 5% Web Design",Clutch.co,Unreachable,https://wiserbrand.com/?utm_source=clutch.co&utm_medium=referral,"Design,Development,Marketing","Design Agencies,Custom Software Development,Digital Marketing,Full-Service Digital,PPC"
ISHIR,https://clutch.co/profile/ishir,4.9,14.0,"Dallas, TX",United States,https://www.ishir.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,50 - 249,,,"10% Mobile App Development, 20% Custom Software Development, 10% AI Agents+6 services, 10% AI Consulting, 10% AI Development, 10% Enterprise App Modernization, 10% Generative AI, 10% IT Staff Augmentation, 10% Low/No Code Development",Clutch.co,Unreachable,https://www.ishir.com/team.htm?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Development,IT Services",".NET,App Development,Custom Software Development,Flutter,IT Staff Augmentation"
Salt & Pepper,https://clutch.co/profile/salt-pepper-0,4.9,14.0,"Cluj-Napoca, Romania",Romania,https://saltandpepper.co/iot-development/,,$50 - $99 / hr,10 - 49,,,"10% Mobile App Development, 40% IoT Development, 30% Custom Software Development+2 services, 10% Product Design, 10% Web Development",Clutch.co,Unreachable,https://saltandpepper.co/hire-us/,"Design,Development","Design Agencies,App Development,Custom Software Development,PHP,Web Development"
Afocus,https://clutch.co/profile/afocus,4.9,14.0,"Ho Chi Minh City, Vietnam",Vietnam,https://afocus.dev/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,< $25 / hr,10 - 49,,,"30% Web Design, 35% E-Commerce Development, 35% Web Development",Clutch.co,Unreachable,https://afocus.dev/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Design,Development","Design Agencies,Web Design,E-Commerce Development,Java,PHP,Python & Django,Web Development,WordPress"
Twenty Ideas,https://clutch.co/profile/twenty-ideas,4.9,12.0,"Eugene, OR",United States,https://twentyideas.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$100 - $149 / hr,10 - 49,,,"15% Mobile App Development, 30% AI Development, 25% Custom Software Development+3 services, 15% UX/UI Design, 10% Web Development, 5% Cloud Consulting & SI",Clutch.co,Unreachable,https://twentyideas.com/contact,"Design,Development","Design Agencies,UI/UX Design,App Development,Custom Software Development,Java,Python & Django,Web Development"
Python Force Corp,https://clutch.co/profile/python-force-corp,4.9,12.0,"Kill Devil Hills, NC",United States,https://www.pythonforce.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$50 - $99 / hr,2 - 9,,,"16% Web Design, 16% E-Commerce Development, 16% Search Engine Optimization+4 services, 16% UX/UI Design, 16% Web Development, 10% IT Managed Services, 10% IT Strategy Consulting",Clutch.co,Unreachable,https://www.pythonforce.com/contact/,"Design,Development,IT Services,Marketing","Design Agencies,UI/UX Design,Web Design,E-Commerce Development,Python & Django,Web Development,All IT Services,Managed IT (MSP),Digital Marketing,Full-Service Digital"
Pyxis,https://clutch.co/profile/pyxis,4.9,12.0,"Montevideo, Uruguay",Uruguay,http://www.pyxis.tech,,$50 - $99 / hr,250 - 999,,,"30% Custom Software Development, 30% E-Commerce Development, 20% AI Development+2 services, 10% Blockchain, 10% Mobile App Development",Clutch.co,Unreachable,http://www.pyxis.tech,Development,"Blockchain,Custom Software Development,E-Commerce Development,Java"
Elaniin,https://clutch.co/profile/elaniin,4.9,12.0,"San Salvador, El Salvador",El Salvador,https://hiredevs.elaniin.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services,,$25 - $49 / hr,50 - 249,,,"20% Custom Software Development, 20% IT Staff Augmentation, 20% Web Design+3 services, 15% Cybersecurity, 15% Mobile App Development, 10% Cloud Consulting & SI",Clutch.co,Unreachable,https://hiredevs.elaniin.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-staff-augmentation,"Development,IT Services","Custom Software Development,Freelance Developers,All IT Services,Cybersecurity,IT Staff Augmentation"
EnterBridge,https://clutch.co/profile/enterbridge,4.9,11.0,"Richmond, VA",United States,https://www.enterbridge.com/clutch-enterbridge-more-info?utm_campaign=clutch&utm_source=clutch&utm_medium=listing-page&utm_term=referral,,,10 - 49,,,"25% Mobile App Development, 25% Custom Software Development, 15% IT Strategy Consulting+3 services, 15% Robotics Process Automation, 10% AI Agents, 10% BI & Big Data Consulting & SI",Clutch.co,Unreachable,https://www.enterbridge.com/clutch-enterbridge-more-info?utm_campaign=clutch&utm_source=clutch&utm_medium=listing-page&utm_term=referral,"Development,IT Services",".NET,App Development,Custom Software Development,All IT Services"
Gluo,https://clutch.co/profile/gluo,4.9,10.0,"Ciudad de México, Mexico",Mexico,https://www.gluo.mx,,$50 - $99 / hr,50 - 249,,,"80% E-Commerce Development, 20% UX/UI Design",Clutch.co,Unreachable,https://www.gluo.mx,Development,E-Commerce Development
SugarFree Designs,https://clutch.co/profile/sugarfree-designs,4.9,10.0,"Surprise, AZ",United States,https://sugarfreedesigns.com/lets-meet,,,2 - 9,,,"30% Web Design, 30% Web Development, 20% Low/No Code Development+2 services, 10% Search Engine Optimization, 10% Social Media Marketing",Clutch.co,Unreachable,https://sugarfreedesigns.com/lets-meet,"Design,Development,Marketing","Design Agencies,Web Design,PHP,Python & Django,Web Development,WordPress,Digital Marketing,Full-Service Digital,Social Media Marketing"
Gadgeon Systems Inc.,https://clutch.co/profile/gadgeon-systems,4.9,10.0,"Milpitas, CA",United States,http://www.gadgeon.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,,$25 - $49 / hr,250 - 999,,,"15% Custom Software Development, 10% Application Management & Support, 10% Digital Engineering+10 services, 10% IoT Development, 10% Mobile App Development, 10% Product Design, 5% AI Development, 5% AR/VR Development, 5% Cloud Consulting & SI, 5% Enterprise App Modernization, 5% IT Managed Services, 5% IT Staff Augmentation, 5% Web Development",Clutch.co,Unreachable,http://www.gadgeon.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Development,IT Services","Custom Software Development,Flutter,Java,All IT Services"
Evolve Agency Group,https://clutch.co/profile/evolve-agency-group,4.9,10.0,"Burlington, Canada",Canada,https://evolve.ca/,,$100 - $149 / hr,50 - 249,,,"20% Advertising, 20% Digital Strategy, 20% Media Planning & Buying+3 services, 20% Social Media Marketing, 10% Web Design, 10% Web Development",Clutch.co,Unreachable,https://evolve.ca/,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,Digital Marketing,Full-Service Digital,Social Media Marketing"
